Pokemon_Name,Pokedex_Number,HP_Base_Stat,Attack_Base_Stat,Defense_Base_Stat,Speed_Base_Stat,Special_Attack_Base_Stat,Special_Defense_Base_Stat,Type1,Type2,Catch_Rate,Base_Exp,4_Percent_Item,1_Percent_Item,Gender_Ratio,Step_Cycles_To_Hatch_Egg,Growth_Rate,Egg_Group1,Egg_Group2,TM_HM_Moves
MISDREAVUS ,200,60,65,60,85,90,85,GHOST, GHOST ,45,147,NO_ITEM, SPELL_TAG ,GENDER_F50 ,25 ,GROWTH_FAST,EGG_INDETERMINATE,EGG_INDETERMINATE,"HEADBUTT, SUBSTITUTE, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, RAIN_DANCE, THUNDER, RETURN, PSYCHIC_M, SHADOW_BALL, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, FLASH, THUNDERBOLT, POWER_GEM"
MOLTRES ,146,90,100,90,90,125,85,FIRE, FLYING ,3,217,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,80 ,GROWTH_SLOW,EGG_NONE,EGG_NONE,"CURSE, DOUBLE_EDGE, SUBSTITUTE, SOLARBEAM, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, RETURN, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, STEEL_WING, FLY, FLAMETHROWER"
MR__MIME ,122,55,45,65,90,100,120,PSYCHIC, PSYCHIC ,45,136,NO_ITEM, MYSTERYBERRY ,GENDER_F50 ,25 ,GROWTH_MEDIUM_FAST,EGG_HUMANSHAPE,EGG_HUMANSHAPE,"DYNAMICPUNCH, TRI_ATTACK, GIGA_DRAIN, SUBMISSION, THUNDER_WAVE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, SOLARBEAM, THUNDER, RETURN, PSYCHIC_M, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, NIGHTMARE, FLASH, THUNDERBOLT, FOCUS_BLAST"
MUK ,089,105,105,78,50,75,100,POISON, POISON ,75,157,NO_ITEM, NUGGET ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_INDETERMINATE,EGG_INDETERMINATE,"DYNAMICPUNCH, SUBMISSION, BODY_SLAM, SUBSTITUTE, EXPLOSION, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, THUNDER, RETURN, MUD_SLAP, ICE_PUNCH, SWAGGER, SLUDGE_BOMB, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, FLAMETHROWER, THUNDERBOLT, BRICK_BREAK"
MURKROW ,198,62,85,65,96,85,65,DARK, FLYING ,30,107,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_FLYING,EGG_FLYING,"CURSE, TRI_ATTACK, DOUBLE_EDGE, SUBSTITUTE, TOXIC, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, ICY_WIND, PROTECT, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, NIGHTMARE, FLY"
NATU ,177,40,50,45,70,70,45,PSYCHIC, FLYING ,190,73,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"CURSE, TOXIC, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, PSYCHIC_M, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, NIGHTMARE, FLASH"
NIDOKING ,034,81,92,77,85,90,75,POISON, GROUND ,45,195,NO_ITEM, NO_ITEM ,GENDER_F0 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"DYNAMICPUNCH, SANDSTORM, ROCK_SLIDE, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, SLUDGE_BOMB, HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, FURY_CUTTER, SURF, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, FOCUS_BLAST, EARTH_POWER, BRICK_BREAK"
NIDOQUEEN ,031,90,85,87,76,75,87,POISON, GROUND ,45,194,NO_ITEM, NO_ITEM ,GENDER_F100 ,20 ,GROWTH_MEDIUM_SLOW,EGG_NONE,EGG_NONE,"DYNAMICPUNCH, SANDSTORM, ROCK_SLIDE, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, SLUDGE_BOMB, HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, EARTHQUAKE, RETURN, SHADOW_BALL, MUD_SLAP, ICE_PUNCH, SWAGGER, FIRE_BLAST, THUNDERPUNCH, FURY_CUTTER, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, SURF, STRENGTH, FLAMETHROWER, THUNDERBOLT, ICE_BEAM, FOCUS_BLAST, EARTH_POWER, BRICK_BREAK"
NIDORAN_F ,029,55,47,52,41,40,40,POISON, POISON ,235,59,NO_ITEM, NO_ITEM ,GENDER_F100 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, THUNDERBOLT"
NIDORAN_M ,032,46,57,40,50,40,40,POISON, POISON ,235,60,NO_ITEM, NO_ITEM ,GENDER_F0 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, THUNDERBOLT"
NIDORINA ,030,70,62,67,56,55,55,POISON, POISON ,120,117,NO_ITEM, NO_ITEM ,GENDER_F100 ,20 ,GROWTH_MEDIUM_SLOW,EGG_NONE,EGG_NONE,"HEADBUTT, ROCK_SLIDE, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, SLUDGE_BOMB, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STRENGTH, THUNDERBOLT, ICE_BEAM"
NIDORINO ,033,61,72,57,65,55,55,POISON, POISON ,120,118,NO_ITEM, NO_ITEM ,GENDER_F0 ,20 ,GROWTH_MEDIUM_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, ROCK_SLIDE, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, SLUDGE_BOMB, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STRENGTH, THUNDERBOLT, ICE_BEAM"
NINETALES ,038,73,76,75,100,81,100,FIRE, GHOST ,75,178,BURNT_BERRY, BURNT_BERRY ,GENDER_F75 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, NIGHTMARE, SHADOW_BALL, CURSE, ROAR, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, IRON_TAIL, RETURN, DIG, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FLAMETHROWER"
NOCTOWL ,164,100,60,55,70,79,96,GHOST, FLYING ,90,162,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_FAST,EGG_FLYING,EGG_FLYING,"CURSE, SHADOW_BALL, TRI_ATTACK, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RETURN, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, NIGHTMARE, FLY, FLASH"
OCTILLERY ,224,75,105,75,65,105,75,WATER, WATER ,75,164,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"CURSE, BUBBLEBEAM, BODY_SLAM, SUBSTITUTE, TOXIC, HIDDEN_POWER, HYPER_BEAM, PROTECT, RAIN_DANCE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, SURF, WHIRLPOOL, FLAMETHROWER, ICE_BEAM"
ODDISH ,043,45,50,55,30,75,65,GRASS, POISON ,255,78,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_PLANT,EGG_PLANT,"CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, CUT, FLASH"
OMANYTE ,138,35,40,100,35,90,55,ROCK, WATER ,45,120,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,30 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, SANDSTORM, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, SURF, WHIRLPOOL, ICE_BEAM, EARTH_POWER, POWER_GEM"
OMASTAR ,139,70,60,125,65,115,70,ROCK, WATER ,45,199,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,30 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, SANDSTORM, ROCK_SLIDE, BUBBLEBEAM, SUBSTITUTE, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, SURF, WHIRLPOOL, ICE_BEAM, EARTH_POWER, POWER_GEM"
ONIX ,095,35,45,160,70,30,45,ROCK, GROUND ,45,108,NO_ITEM, NO_ITEM ,GENDER_F50 ,25 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"HEADBUTT, SANDSTORM, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, STRENGTH, EARTH_POWER"
PARAS ,046,35,70,55,25,45,55,BUG, GRASS ,190,70,TINYMUSHROOM, BIG_MUSHROOM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, DIG, SWAGGER, SLUDGE_BOMB,FURY_CUTTER, REST, SLEEP_TALK, ATTRACT, THIEF, CUT, FLASH"
PARASECT ,047,65,95,85,40,65,85,BUG, GRASS ,75,128,TINYMUSHROOM, BIG_MUSHROOM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"CURSE, SWORDS_DANCE, BODY_SLAM, SUBSTITUTE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, DIG, SWAGGER, SLUDGE_BOMB, FURY_CUTTER, REST, SLEEP_TALK, ATTRACT, THIEF, CUT, FLASH, BRICK_BREAK"
PERSIAN ,053,70,95,65,115,65,65,NORMAL, NORMAL ,90,148,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, ROAR, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, ICY_WIND, PROTECT, IRON_TAIL, THUNDER, RETURN, SHADOW_BALL, MUD_SLAP, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, NIGHTMARE, THUNDERBOLT, POWER_GEM"
PHANPY ,231,90,60,60,40,40,40,GROUND, GROUND ,120,124,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, SANDSTORM, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, EARTHQUAKE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, STRENGTH"
PICHU ,172,20,40,15,60,35,35,ELECTRIC, ELECTRIC ,190,42,NO_ITEM, BERRY ,GENDER_F50 ,10 ,GROWTH_MEDIUM_FAST,EGG_NONE,EGG_NONE,"HEADBUTT, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, FLASH, THUNDERBOLT"
PIDGEOT ,018,93,85,82,95,70,77,NORMAL, FLYING ,45,172,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_SLOW,EGG_FLYING,EGG_FLYING,"CURSE, TRI_ATTACK, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FLY"
PIDGEOTTO ,017,63,60,55,71,50,50,NORMAL, FLYING ,120,113,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_SLOW,EGG_FLYING,EGG_FLYING,"CURSE, TRI_ATTACK, DOUBLE_EDGE, SUBSTITUTE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FLY"
PIDGEY ,016,40,45,40,56,35,35,NORMAL, FLYING ,255,55,NO_ITEM, NO_ITEM ,GENDER_F50 ,15 ,GROWTH_MEDIUM_SLOW,EGG_FLYING,EGG_FLYING,"CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, STEEL_WING, FLY"
PIKACHU ,025,35,55,30,90,50,40,ELECTRIC, ELECTRIC ,190,82,NO_ITEM, BERRY ,GENDER_F50 ,10 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, MUD_SLAP, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, STRENGTH, FLASH, THUNDERBOLT"
PILOSWINE ,221,100,100,85,50,70,70,ICE, GROUND ,75,160,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_SLOW,EGG_GROUND,EGG_GROUND,"HEADBUTT, ROCK_SLIDE, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, EARTHQUAKE, RETURN, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, STRENGTH, ICE_BEAM, EARTH_POWER"
PINECO ,204,50,65,90,15,35,35,BUG, BUG ,190,60,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_BUG,EGG_BUG,"HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, GIGA_DRAIN, SOLARBEAM, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, STRENGTH"
PINSIR ,127,70,125,100,85,55,70,BUG, BUG ,45,200,NO_ITEM, NO_ITEM ,GENDER_F50 ,25 ,GROWTH_SLOW,EGG_BUG,EGG_BUG,"HEADBUTT, SWORDS_DANCE, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RETURN, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, FURY_CUTTER, CUT, STRENGTH, BRICK_BREAK"
POLITOED ,186,90,75,77,70,90,100,WATER, WATER ,45,185,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_WATER_1,EGG_WATER_1,"DYNAMICPUNCH, SUBMISSION, BUBBLEBEAM, BODY_SLAM, DOUBLE_EDGE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, EARTHQUAKE, RETURN, PSYCHIC_M, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, SURF, STRENGTH, WHIRLPOOL, WATERFALL, ICE_BEAM, FOCUS_BLAST, BRICK_BREAK"
POLIWAG ,060,40,50,40,90,40,40,WATER, WATER ,255,77,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_WATER_1,EGG_WATER_1,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, PSYCHIC_M, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
POLIWHIRL ,061,65,65,65,90,50,50,WATER, WATER ,120,131,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_WATER_1,EGG_WATER_1,"HEADBUTT,  BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, EARTHQUAKE, RETURN, PSYCHIC_M, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, SURF, STRENGTH, WHIRLPOOL, WATERFALL, ICE_BEAM"
POLIWRATH ,062,90,88,95,70,70,90,WATER, FIGHTING ,45,185,NO_ITEM, KINGS_ROCK ,GENDER_F50 ,20 ,GROWTH_MEDIUM_SLOW,EGG_WATER_1,EGG_WATER_1,"DYNAMICPUNCH, SUBMISSION, BUBBLEBEAM, DOUBLE_EDGE, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, EARTHQUAKE, RETURN, PSYCHIC_M, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, THIEF, SURF, STRENGTH, WHIRLPOOL, WATERFALL, ICE_BEAM, FOCUS_BLAST, BRICK_BREAK"
PONYTA ,077,50,85,55,90,65,65,FIRE, FIRE ,190,152,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"HEADBUTT, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, RETURN, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FLAMETHROWER"
PORYGON ,137,65,60,70,40,85,75,NORMAL, NORMAL ,45,130,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,20 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"CURSE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, PSYCHIC_M, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, THIEF, NIGHTMARE, FLASH, THUNDERBOLT, ICE_BEAM"
PORYGON2 ,233,85,80,90,60,110,95,NORMAL, NORMAL ,45,180,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,20 ,GROWTH_MEDIUM_FAST,EGG_MINERAL,EGG_MINERAL,"CURSE, TRI_ATTACK, BUBBLEBEAM, DOUBLE_EDGE, THUNDER_WAVE, SUBSTITUTE, TOXIC, ZAP_CANNON, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, BLIZZARD, HYPER_BEAM, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, PSYCHIC_M, SWAGGER, DREAM_EATER, REST, SLEEP_TALK, THIEF, NIGHTMARE, FLASH, THUNDERBOLT, ICE_BEAM"
PRIMEAPE ,057,70,105,60,95,65,70,FIGHTING, FIGHTING ,75,149,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, ROCK_SLIDE, SUBMISSION, DOUBLE_EDGE, SUBSTITUTE, BODY_SLAM, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, IRON_TAIL, THUNDER, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, FIRE_PUNCH, STRENGTH, THUNDERBOLT, BRICK_BREAK"
PSYDUCK ,054,50,52,48,55,65,50,WATER, WATER ,190,80,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"DYNAMICPUNCH, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, IRON_TAIL, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, REST, SLEEP_TALK, ATTRACT, SURF, STRENGTH, FLASH, WHIRLPOOL, WATERFALL, ICE_BEAM"
PUPITAR ,247,70,84,70,51,65,70,ROCK, GROUND ,45,144,NO_ITEM, NO_ITEM ,GENDER_F50 ,40 ,GROWTH_SLOW,EGG_MONSTER,EGG_MONSTER,"HEADBUTT, ROCK_SLIDE, SUBMISSION, BODY_SLAM, CURSE, TOXIC, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, EARTHQUAKE, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, ATTRACT, EARTH_POWER, POWER_GEM"
QUAGSIRE ,195,95,85,85,35,72,65,WATER, GROUND ,90,137,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_1,EGG_WATER_1,"DYNAMICPUNCH, ROCK_SLIDE, SUBMISSION, BODY_SLAM, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ROCK_SMASH, HIDDEN_POWER, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, EARTHQUAKE, RETURN, DIG, MUD_SLAP, ICE_PUNCH, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, SURF, STRENGTH, FLASH, WHIRLPOOL, ICE_BEAM, FOCUS_BLAST, EARTH_POWER"
QUILAVA ,156,58,64,58,80,80,65,FIRE, FIRE ,45,142,NO_ITEM, NO_ITEM ,GENDER_F12_5 ,20 ,GROWTH_MEDIUM_SLOW,EGG_GROUND,EGG_GROUND,"HEADBUTT, ROCK_SLIDE, DOUBLE_EDGE, BODY_SLAM, HEADBUTT, CURSE, ROAR, TOXIC, ROCK_SMASH, HIDDEN_POWER, SUNNY_DAY, PROTECT, IRON_TAIL, RETURN, DIG, MUD_SLAP, SWAGGER, FIRE_BLAST, REST, SLEEP_TALK, ATTRACT, FURY_CUTTER, CUT, STRENGTH, FLAMETHROWER"
QWILFISH ,211,65,95,77,85,65,60,WATER, POISON ,45,100,NO_ITEM, NO_ITEM ,GENDER_F50 ,20 ,GROWTH_MEDIUM_FAST,EGG_WATER_2,EGG_WATER_2,"HEADBUTT, BUBBLEBEAM, DOUBLE_EDGE, SUBSTITUTE, CURSE, TOXIC, HIDDEN_POWER, BLIZZARD, ICY_WIND, PROTECT, RAIN_DANCE, RETURN, SWAGGER, SLUDGE_BOMB, REST, SLEEP_TALK, ATTRACT, SURF, WHIRLPOOL, WATERFALL, ICE_BEAM"
RAICHU ,026,65,90,55,100,95,80,ELECTRIC, ELECTRIC ,75,122,NO_ITEM, BERRY ,GENDER_F50 ,10 ,GROWTH_MEDIUM_FAST,EGG_GROUND,EGG_GROUND,"DYNAMICPUNCH, SUBMISSION, DOUBLE_EDGE, BODY_SLAM, THUNDER_WAVE, SUBSTITUTE, HEADBUTT, CURSE, TOXIC, ZAP_CANNON, HIDDEN_POWER, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, MUD_SLAP, SWAGGER, THUNDERPUNCH, REST, SLEEP_TALK, ATTRACT, THIEF, STRENGTH, FLASH, THUNDERBOLT, FOCUS_BLAST, BRICK_BREAK"
RAIKOU ,243,90,85,75,115,115,100,ELECTRIC, ELECTRIC ,3,216,NO_ITEM, NO_ITEM ,GENDER_UNKNOWN ,80 ,GROWTH_SLOW,EGG_NONE,EGG_NONE,"HEADBUTT, ICY_WIND, DOUBLE_EDGE, CURSE, ROAR, TOXIC, ZAP_CANNON, ROCK_SMASH, PSYCH_UP, HIDDEN_POWER, SUNNY_DAY, HYPER_BEAM, PROTECT, RAIN_DANCE, IRON_TAIL, THUNDER, RETURN, DIG, MUD_SLAP, SWAGGER, REST, SLEEP_TALK, CUT, STRENGTH, FLASH, THUNDERBOLT"
